place,time,pace,age,gender,location,state,divPlace,divTot
4435,96.67,9.667,54.0,F,Longmeadow MA,MA,147.0,397.0
5476,100.23,10.023,26.0,F,Arlington VA,VA,1694.0,2782.0
3429,86.57,8.657,40.0,M,Washington DC,DC,438.0,931.0
2955,91.28,9.128,41.0,F,South Riding VA,VA,275.0,974.0
2459,81.33,8.133,38.0,M,Washington DC,DC,354.0,1093.0
49,56.02,5.602,32.0,M,Columbia MD,MD,12.0,1490.0
7179,143.28,14.328,30.0,M,Centreville VA,VA,1490.0,1490.0
5281,97.13,9.713,31.0,M,Dover Plains NY,NY,1125.0,1490.0
7093,107.05,10.705,52.0,F,Bethel Park PA,PA,258.0,397.0
6714,112.95,11.295,33.0,M,Clinton MD,MD,1398.0,1490.0
534,67.38,6.738,59.0,M,Bethesda MD,MD,10.0,375.0
9281,125.85,12.585,31.0,F,Manassas VA,VA,2104.0,2228.0
8589,116.55,11.655,35.0,F,Arlington VA,VA,1186.0,1367.0
5600,99.42,9.942,26.0,M,Washington DC,DC,1182.0,1457.0
3054,84.77,8.477,31.0,M,Washington DC,DC,675.0,1490.0
8260,114.1,11.41,29.0,F,Woodbridge VA,VA,2439.0,2782.0
1129,82.12,8.212,24.0,F,Washington DC,DC,155.0,974.0
2883,91.0,9.1,23.0,F,Centennial CO,CO,369.0,974.0
5574,100.65,10.065,35.0,F,Darnestown MD,MD,753.0,1367.0
3329,92.8,9.28,29.0,F,Arlington VA,VA,1046.0,2782.0
5848,101.67,10.167,25.0,F,Silver Spring MD,MD,1788.0,2782.0
1262,74.07,7.407,30.0,M,Washington DC,DC,303.0,1490.0
4311,91.25,9.125,43.0,M,Leesburg VA,VA,565.0,931.0
243,62.9,6.29,50.0,M,Springfield VA,VA,13.0,483.0
570,67.78,6.778,55.0,M,Wheeling WV,WV,12.0,375.0
2810,90.68,9.068,52.0,F,Washington Grove MD,MD,88.0,397.0
7226,107.63,10.763,34.0,F,Annandale VA,VA,1613.0,2228.0
496,66.95,6.695,37.0,M,Washington DC,DC,71.0,1093.0
2831,90.78,9.078,34.0,F,Bethesda MD,MD,624.0,2228.0
6919,106.13,10.613,24.0,F,Arlington VA,VA,772.0,974.0
2934,84.18,8.418,31.0,M,Frederick MD,MD,647.0,1490.0
3756,94.35,9.435,32.0,F,Washington DC,DC,814.0,2228.0
4030,89.68,8.968,42.0,M,North Berwick ME,ME,509.0,931.0
2661,90.07,9.007,16.0,F,Washington DC,DC,28.0,83.0
4656,93.18,9.318,28.0,M,Arlington VA,VA,1010.0,1457.0
6036,102.45,10.245,26.0,F,Chevy Chase MD,MD,1841.0,2782.0
6110,104.05,10.405,34.0,M,Washington DC,DC,1292.0,1490.0
3185,85.38,8.538,27.0,M,Washington DC,DC,713.0,1457.0
4988,98.47,9.847,24.0,F,Alexandria VA,VA,608.0,974.0
2663,82.58,8.258,41.0,M,Washington DC,DC,346.0,931.0
4296,96.15,9.615,28.0,F,Jericho VT,VT,1323.0,2782.0
5150,99.03,9.903,25.0,F,Philadelphia PA,PA,1594.0,2782.0
5374,99.92,9.992,29.0,F,Arlington VA,VA,1658.0,2782.0
6059,102.55,10.255,27.0,F,Washington DC,DC,1847.0,2782.0
410,65.77,6.577000000000000,24.0,M,"Arlington, Va VA",VA,28.0,347.0
5716,100.35,10.035,61.0,M,Rochester NY,NY,129.0,196.0
4135,90.25,9.025,49.0,M,Washington DC,DC,361.0,648.0
2100,87.7,8.77,31.0,F,Springfiled VA,VA,467.0,2228.0
6759,105.35,10.535,20.0,F,Charlottesville VA,VA,763.0,974.0
9500,131.03,13.103,28.0,F,Washington DC,DC,2741.0,2782.0
8367,114.87,11.487,33.0,F,Washington DC,DC,1896.0,2228.0
7856,111.22,11.122,65.0,F,Alexandria VA,VA,23.0,35.0
832,79.75,7.975,27.0,F,Sterling VA,VA,277.0,2782.0
5449,98.18,9.818,40.0,M,Washington DC,DC,707.0,931.0
3316,86.02,8.602,39.0,M,Westminster MD,MD,503.0,1093.0
5114,98.93,9.893,24.0,F,Leesburg VA,VA,618.0,974.0
396,65.57,6.557,35.0,M,Washington DC,DC,51.0,1093.0
3306,85.95,8.595,25.0,M,Washington DC,DC,740.0,1457.0
1460,75.52,7.552,28.0,M,New York NY,NY,343.0,1457.0
3115,85.0,8.5,48.0,M,Fairfax Station VA,VA,268.0,648.0
5272,99.52,9.952,14.0,F,Alexandria VA,VA,56.0,83.0
3745,94.3,9.43,28.0,F,Washington DC,DC,1149.0,2782.0
7438,108.6,10.86,34.0,F,Bethesda MD,MD,1665.0,2228.0
6161,104.5,10.45,48.0,M,Silver Spring MD,MD,550.0,648.0
5165,99.1,9.91,32.0,F,Washington DC,DC,1146.0,2228.0
5120,98.95,9.895,51.0,F,Hoboken NJ,NJ,166.0,397.0
3162,92.13,9.213,41.0,F,Apo AP,AP,293.0,974.0
1217,82.73,8.273,37.0,F,Baltimore MD,MD,150.0,1367.0
6414,103.98,10.398,25.0,F,Gaithersburg MD,MD,1952.0,2782.0
1926,86.9,8.69,50.0,F,Phoenix MD,MD,60.0,397.0
4963,98.38,9.838,39.0,F,Sarasota FL,FL,661.0,1367.0
5390,99.97,9.997,37.0,F,New York NY,NY,725.0,1367.0
8113,113.02,11.302,34.0,F,Woodbridge VA,VA,1833.0,2228.0
6384,103.88,10.388,40.0,F,Bristow VA,VA,613.0,974.0
3474,86.85,8.685,45.0,M,Sterling VA,VA,305.0,648.0
6008,102.37,10.237,24.0,F,Washington DC,DC,707.0,974.0
4833,94.33,9.433,30.0,M,Washington DC,DC,1035.0,1490.0
3526,87.07,8.707,53.0,M,Lorton VA,VA,224.0,483.0
2285,80.18,8.018000000000000,25.0,M,Arlington VA,VA,551.0,1457.0
6063,103.45,10.345,31.0,M,Catonsville MD,MD,1287.0,1490.0
5111,95.98,9.598,23.0,M,Arlington VA,VA,265.0,347.0
1687,76.83,7.683,28.0,M,Pasadena MD,MD,407.0,1457.0
239,62.8,6.28,42.0,M,Washington DC,DC,21.0,931.0
776,79.27,7.927,29.0,F,Arlington VA,VA,256.0,2782.0
1002,72.02,7.202000000000000,17.0,M,Brick NJ,NJ,19.0,66.0
1262,83.1,8.31,26.0,F,Winchester VA,VA,410.0,2782.0
2150,87.87,8.787,40.0,F,Brooklyn NY,NY,213.0,974.0
906,71.18,7.1180000000000000,35.0,M,Alexandria VA,VA,122.0,1093.0
434,75.48,7.548000000000000,45.0,F,Washington DC,DC,20.0,554.0
1163,73.27,7.327000000000000,29.0,M,Washington DC,DC,277.0,1457.0
4382,96.45,9.645,34.0,F,Fairfax VA,VA,963.0,2228.0
2309,88.53,8.853,29.0,F,Washington DC,DC,732.0,2782.0
4724,93.63,9.363,32.0,M,Washington DC,DC,1012.0,1490.0
5514,98.67,9.867,28.0,M,Arlington VA,VA,1166.0,1457.0
4484,92.22,9.222,74.0,M,Vienna VA,VA,4.0,21.0
297,63.87,6.3870000000000000,25.0,M,Wayne PA,PA,83.0,1457.0
8256,114.08,11.408,26.0,F,Washington DC,DC,2438.0,2782.0
4742,93.75,9.375,35.0,M,Arlington VA,VA,738.0,1093.0
2162,79.48,7.948000000000000,50.0,M,Elizabethtown PA,PA,127.0,483.0
1257,83.07,8.307,28.0,F,New York NY,NY,408.0,2782.0
464,75.83,7.583000000000000,46.0,F,Crofton MD,MD,22.0,554.0
8612,116.87,11.687,28.0,F,Harrisburg PA,PA,2539.0,2782.0
1526,75.87,7.5870000000000000,43.0,M,Manassas VA,VA,180.0,931.0
6642,111.65,11.165,47.0,M,Herndon VA,VA,598.0,648.0
1632,85.45,8.545,33.0,F,Cleveland OH,OH,363.0,2228.0
8792,118.47,11.847,38.0,F,Burke VA,VA,1216.0,1367.0
6873,105.95,10.595,28.0,F,Washington DC,DC,2101.0,2782.0
8965,120.4,12.04,35.0,F,Silver Spring MD,MD,1241.0,1367.0
2791,90.6,9.06,32.0,F,College Park MD,MD,614.0,2228.0
255,72.72,7.272,39.0,F,South Riding VA,VA,20.0,1367.0
4237,95.98,9.598,30.0,F,Washington DC,DC,935.0,2228.0
2017,87.38,8.738,23.0,F,Washington DC,DC,264.0,974.0
4329,91.35,9.135,35.0,M,Laurel MD,MD,673.0,1093.0
5684,101.03,10.103,37.0,F,Lorton VA,VA,766.0,1367.0
4265,90.95,9.095,37.0,M,Sterling VA,VA,661.0,1093.0
3830,94.6,9.46,25.0,F,Alexandria VA,VA,1173.0,2782.0
6683,105.02,10.502,32.0,F,Arlington VA,VA,1491.0,2228.0
5233,96.75,9.675,42.0,M,New Cumberland PA,PA,677.0,931.0
3259,85.7,8.57,31.0,M,Arlington VA,VA,717.0,1490.0
4095,90.03,9.003,43.0,M,Arlington VA,VA,520.0,931.0
4886,98.12,9.812,26.0,F,Washington DC,DC,1520.0,2782.0
1273,83.15,8.315,27.0,F,Pittsburgh PA,PA,413.0,2782.0
6062,103.42,10.342,40.0,M,Waldorf MD,MD,776.0,931.0
4330,91.37,9.137,37.0,M,Washington DC,DC,674.0,1093.0
3121,91.93,9.193,30.0,F,Alexandria VA,VA,672.0,2228.0
4029,95.28,9.528,34.0,F,Chantilly VA,VA,885.0,2228.0
1075,81.72,8.172,35.0,F,Richmond VA,VA,134.0,1367.0
2846,90.85,9.085,48.0,F,Darnestown MD,MD,140.0,554.0
4573,97.13,9.713,26.0,F,Arlington VA,VA,1413.0,2782.0
1084,81.78,8.178000000000000,22.0,F,Arlington DC,DC,152.0,974.0
5326,97.37,9.737,24.0,M,Evans GA,GA,279.0,347.0
865,79.97,7.997000000000000,35.0,F,Arlington VA,VA,104.0,1367.0
6675,104.98,10.498,39.0,F,Rehoboth Beach DE,DE,901.0,1367.0
1453,84.38,8.438000000000000,30.0,F,Lanham MD,MD,326.0,2228.0
2108,87.73,8.773,24.0,F,College Park MD,MD,274.0,974.0
7577,109.52,10.952,54.0,F,Fairfax VA,VA,294.0,397.0
1923,78.22,7.822,45.0,M,Arlington VA,VA,166.0,648.0
915,80.45,8.045,40.0,F,Washington DC,DC,82.0,974.0
1617,85.38,8.538,20.0,F,Emerson NJ,NJ,210.0,974.0
311,73.52,7.352,37.0,F,Washington DC,DC,32.0,1367.0
2106,79.17,7.917000000000000,30.0,M,Derwood MD,MD,464.0,1490.0
5692,101.05,10.105,32.0,F,Washington DC,DC,1266.0,2228.0
5897,101.88,10.188,28.0,M,Washintgon DC,DC,1241.0,1457.0
7007,106.55,10.655,30.0,F,New York NY,NY,1565.0,2228.0
3695,87.88,8.788,36.0,M,Fairfax VA,VA,568.0,1093.0
4257,90.9,9.09,33.0,M,Washington DC,DC,918.0,1490.0
5137,96.17,9.617,24.0,M,Houston TX,TX,268.0,347.0
6436,104.05,10.405,23.0,F,Harrisonburg VA,VA,741.0,974.0
3267,85.75,8.575,31.0,M,Ann Arbor MI,MI,722.0,1490.0
2401,88.9,8.89,23.0,F,Springfield VA,VA,308.0,974.0
2073,79.03,7.903,41.0,M,Burke VA,VA,262.0,931.0
886,80.23,8.023,57.0,F,Atlanta GA,GA,10.0,236.0
8495,115.68,11.568,27.0,F,Alexandria VA,VA,2509.0,2782.0
3550,93.67,9.367,37.0,F,Maple Glen PA,PA,472.0,1367.0
1426,75.3,7.53,36.0,M,Lawrence KS,KS,213.0,1093.0
2184,79.63,7.963000000000000,42.0,M,Darnestown MD,MD,273.0,931.0
7761,110.57,11.057,25.0,F,Washington DC,DC,2324.0,2782.0
5237,96.8,9.68,37.0,M,Washington DC,DC,815.0,1093.0
6748,105.32,10.532,51.0,F,State College PA,PA,232.0,397.0
9324,126.85,12.685,40.0,F,Tallahassee FL,FL,929.0,974.0
3331,86.1,8.61,29.0,M,Knightdale NC,NC,745.0,1457.0
3710,94.2,9.42,37.0,F,Arlington VA,VA,501.0,1367.0
8417,115.17,11.517,33.0,F,Alexandria VA,VA,1904.0,2228.0
3149,85.17,8.517000000000000,43.0,M,Arlington VA,VA,409.0,931.0
392,65.48,6.548000000000000,27.0,M,Washington DC,DC,105.0,1457.0
3312,85.98,8.598000000000000,21.0,M,Plymouth MN,MN,180.0,347.0
6523,109.28,10.928,39.0,M,Alexandria VA,VA,996.0,1093.0
5647,100.88,10.088,25.0,F,Arlington VA,VA,1740.0,2782.0
1442,75.43,7.543000000000000,48.0,M,Annapolis MD,MD,118.0,648.0
2434,89.08,8.908,25.0,F,"Washington, Dc DC",DC,765.0,2782.0
1145,73.13,7.313,46.0,M,Washington DC,DC,94.0,648.0
6543,104.47,10.447,28.0,F,Washington DC,DC,1997.0,2782.0
6130,104.25,10.425,38.0,M,Kensington MD,MD,934.0,1093.0
8761,118.08,11.808,24.0,F,Arlington VA,VA,925.0,974.0
5346,99.83,9.983,58.0,F,Gaithersburg MD,MD,86.0,236.0
1618,76.47,7.647,23.0,M,Silver Spring MD,MD,100.0,347.0
6457,104.12,10.412,25.0,F,Arlington VA,VA,1965.0,2782.0
7104,107.1,10.71,34.0,F,Imperial MO,MO,1586.0,2228.0
7063,106.88,10.688,35.0,F,Alexandria VA,VA,959.0,1367.0
6653,104.9,10.49,34.0,F,Washington DC,DC,1485.0,2228.0
5554,100.58,10.058,23.0,F,Falls Church VA,VA,664.0,974.0
5095,98.88,9.888,53.0,F,Arlington VA,VA,164.0,397.0
5259,99.45,9.945,36.0,F,Baltimore MD,MD,705.0,1367.0
752,79.07,7.907,29.0,F,Olney MD,MD,251.0,2782.0
5177,96.4,9.64,27.0,M,Washington DC,DC,1105.0,1457.0
2728,90.35,9.035,41.0,F,Potomac Falls VA,VA,266.0,974.0
2369,80.75,8.075,31.0,M,Andrews Afb MD,MD,516.0,1490.0
3361,86.23,8.623,40.0,M,Ashburn VA,VA,429.0,931.0
1110,72.92,7.292000000000000,33.0,M,Washington DC,DC,269.0,1490.0
2811,83.42,8.342,32.0,M,Arlington VA,VA,624.0,1490.0
3553,87.22,8.722000000000000,16.0,M,Washington DC,DC,43.0,66.0
2644,82.48,8.248,21.0,M,Orlando FL,FL,150.0,347.0
4905,98.17,9.817,53.0,F,Bristow VA,VA,157.0,397.0
4199,95.88,9.588,57.0,F,New York NY,NY,64.0,236.0
3746,94.3,9.43,34.0,F,McLean VA,VA,810.0,2228.0
7701,110.18,11.018,31.0,F,Vienna VA,VA,1728.0,2228.0
1842,86.48,8.648,32.0,F,Arlington VA,VA,406.0,2228.0
2640,82.47,8.247,27.0,M,Washington DC,DC,615.0,1457.0
646,68.68,6.8680000000000000,28.0,M,Arlington VA,VA,166.0,1457.0
4588,97.2,9.72,36.0,F,Madison CT,CT,611.0,1367.0
4989,95.22,9.522,31.0,M,Arlington VA,VA,1068.0,1490.0
1495,84.57,8.457,37.0,F,Severna Park MD,MD,191.0,1367.0
9376,128.05,12.805,30.0,F,Charlotte NC,NC,2133.0,2228.0
714,69.38,6.938,33.0,M,Washington DC,DC,195.0,1490.0
8453,115.45,11.545,33.0,F,Silver Spring MD,MD,1912.0,2228.0
350,74.25,7.425,27.0,F,Washington DC,DC,120.0,2782.0
3142,85.15,8.515,33.0,M,Washington DC,DC,695.0,1490.0
4343,91.45,9.145,32.0,M,Alexandria VA,VA,935.0,1490.0
7036,106.7,10.67,35.0,F,Silver Spring MD,MD,955.0,1367.0
2898,91.07,9.107,38.0,F,Arlington VA,VA,376.0,1367.0
9577,134.08,13.408,47.0,F,Olney MD,MD,544.0,554.0
1548,75.95,7.595,31.0,M,Annapolis MD,MD,366.0,1490.0
4584,92.73,9.273,52.0,M,Westminster MD,MD,304.0,483.0
4537,97.02,9.702,23.0,F,Washington DC,DC,566.0,974.0
7647,109.93,10.993,16.0,F,Laurel MD,MD,68.0,83.0
272,73.0,7.3,23.0,F,Washington DC,DC,41.0,974.0
1800,86.3,8.63,26.0,F,Arlington VA,VA,577.0,2782.0
8003,112.28,11.228,31.0,F,Rockville MD,MD,1805.0,2228.0
4142,95.72,9.572,25.0,F,Washington DC,DC,1271.0,2782.0
9529,131.95,13.195,41.0,F,Laurel MD,MD,949.0,974.0
6588,110.62,11.062,42.0,M,Washington DC,DC,858.0,931.0
6663,104.93,10.493,43.0,F,Springfield VA,VA,647.0,974.0
4111,90.12,9.012,44.0,M,Bethesda MD,MD,523.0,931.0
5829,101.58,10.158,29.0,F,Nyc NY,NY,1781.0,2782.0
6634,104.85,10.485,54.0,F,Gaithersburg MD,MD,224.0,397.0
7159,136.15,13.615,33.0,M,California MD,MD,1486.0,1490.0
7453,108.7,10.87,37.0,F,Mount Joy PA,PA,1016.0,1367.0
5358,97.55,9.755,43.0,M,Arlington VA,VA,693.0,931.0
4577,97.15,9.715,42.0,F,Dunkirk MD,MD,431.0,974.0
4876,94.6,9.46,31.0,M,Alexandria VA,VA,1046.0,1490.0
5221,96.62,9.662,47.0,M,Spring TX,TX,455.0,648.0
2067,87.57,8.757,30.0,F,Arlington VA,VA,455.0,2228.0
5853,101.68,10.168,27.0,F,Washington DC,DC,1789.0,2782.0
1831,86.43,8.643000000000000,31.0,F,Washington DC,DC,403.0,2228.0
9342,127.18,12.718,32.0,F,Hampton VA,VA,2123.0,2228.0
7814,110.92,11.092,23.0,F,Baltimore MD,MD,849.0,974.0
4298,91.15,9.115,58.0,M,Buffalo Grove IL,IL,187.0,375.0
461,66.43,6.643,27.0,M,Dresher PA,PA,123.0,1457.0
6073,102.63,10.263,44.0,F,Baltimore MD,MD,582.0,974.0
1943,87.0,8.7,43.0,F,Arlington VA,VA,184.0,974.0
5929,102.25,10.225,30.0,M,Vienna VA,VA,1263.0,1490.0
733,69.55,6.955,23.0,M,Haddon Heights NJ,NJ,51.0,347.0
873,70.88,7.088000000000000,33.0,M,Arlington VA,VA,224.0,1490.0
3522,93.55,9.355,28.0,F,Washington DC,DC,1090.0,2782.0
4897,94.73,9.473,31.0,M,Baltimore MD,MD,1049.0,1490.0
6708,112.78,11.278,59.0,M,West Friendship MD,MD,336.0,375.0
2325,80.43,8.043,42.0,M,Newark DE,DE,296.0,931.0
5763,100.68,10.068,29.0,M,Elkridge MD,MD,1215.0,1457.0
6738,105.28,10.528,29.0,F,Washington DC,DC,2063.0,2782.0
8515,115.87,11.587,31.0,F,Rockville MD,MD,1929.0,2228.0
3186,85.38,8.538,30.0,M,Rockville MD,MD,706.0,1490.0
3177,85.35,8.535,39.0,M,Gaithersburg MD,MD,482.0,1093.0
7543,109.23,10.923,31.0,F,Washington DC,DC,1684.0,2228.0
8769,118.18,11.818,36.0,F,Midlothian VA,VA,1211.0,1367.0
5403,100.02,10.002,59.0,F,Potomac MD,MD,88.0,236.0
3736,94.27,9.427,25.0,F,Brooklyn NY,NY,1145.0,2782.0
512,76.33,7.633000000000000,22.0,F,Summit NJ,NJ,72.0,974.0
1338,74.7,7.47,35.0,M,Falls Church VA,VA,200.0,1093.0
2084,87.63,8.763,30.0,F,Arlington VA,VA,461.0,2228.0
3063,91.73,9.173,26.0,F,Horsham PA,PA,968.0,2782.0
9431,129.18,12.918,38.0,F,Falls Church VA,VA,1314.0,1367.0
3705,94.18,9.418,51.0,F,Fairfax VA,VA,122.0,397.0
4208,95.92,9.592,60.0,F,Rockville MD,MD,18.0,93.0
8251,114.07,11.407,40.0,F,Elkton MD,MD,809.0,974.0
1640,85.48,8.548,53.0,F,Wilton CT,CT,50.0,397.0
4425,91.95,9.195,34.0,M,Philadelphia PA,PA,956.0,1490.0
2197,79.68,7.968,36.0,M,Stafford VA,VA,321.0,1093.0
6895,117.82,11.782,41.0,M,Ellicott City MD,MD,902.0,931.0
7961,111.98,11.198,26.0,F,Washington DC,DC,2370.0,2782.0
6144,102.85,10.285,34.0,F,Olney MD,MD,1367.0,2228.0
4352,91.5,9.15,51.0,M,Fpo AP,AP,280.0,483.0
3125,85.05,8.505,44.0,M,Vienna VA,VA,406.0,931.0
4180,95.83,9.583,29.0,F,Washington DC,DC,1283.0,2782.0
1244,82.95,8.295,26.0,F,Arlington VA,VA,401.0,2782.0
6031,102.43,10.243,25.0,F,Baltimore MD,MD,1840.0,2782.0
367,74.62,7.4620000000000000,23.0,F,New York NY,NY,54.0,974.0
3674,94.03,9.403,38.0,F,Chevy Chase MD,MD,497.0,1367.0
4971,98.42,9.842,25.0,F,Washington DC,DC,1547.0,2782.0
2488,89.28,8.928000000000000,29.0,F,Hartsdale NY,NY,781.0,2782.0
3322,86.05,8.605,40.0,M,Alexandria VA,VA,428.0,931.0
7212,107.58,10.758,28.0,F,Washington DC,DC,2190.0,2782.0
6918,118.73,11.873,34.0,M,Bethesda MD,MD,1439.0,1490.0
6055,103.4,10.34,42.0,M,McLean VA,VA,775.0,931.0
2230,79.88,7.988000000000000,29.0,M,Washington DC,DC,533.0,1457.0
2450,81.27,8.127,30.0,M,Pittsburgh PA,PA,539.0,1490.0
2404,80.95,8.095,20.0,M,New Iberia LA,LA,137.0,347.0
3899,88.93,8.893000000000000,33.0,M,Falls Church VA,VA,855.0,1490.0
4967,95.07,9.507,50.0,M,Concord NC,NC,327.0,483.0
1026,72.22,7.222,39.0,M,Arlington VA,VA,145.0,1093.0
2296,88.47,8.847000000000000,21.0,F,Washington DC,DC,292.0,974.0
4231,90.77,9.077,40.0,M,Morrisville NC,NC,550.0,931.0
4450,96.73,9.673,32.0,F,Alexandria VA,VA,980.0,2228.0
4507,92.33,9.233,25.0,M,Washington DC,DC,980.0,1457.0
4448,92.05,9.205,42.0,M,Ashburn VA,VA,582.0,931.0
8538,116.02,11.602,41.0,F,Bethesda MD,MD,841.0,974.0
8381,115.0,11.5,51.0,F,North Bethesda MD,MD,338.0,397.0
5328,99.73,9.973,28.0,F,Nokesville VA,VA,1644.0,2782.0
401,75.02,7.502000000000000,38.0,F,Washington DC,DC,50.0,1367.0
7025,122.92,12.292,31.0,M,Wilmington NC,NC,1455.0,1490.0
4068,95.45,9.545,41.0,F,Washington DC,DC,378.0,974.0
6763,105.37,10.537,22.0,F,Ashburn VA,VA,764.0,974.0
2656,90.03,9.003,35.0,F,Falls Church VA,VA,339.0,1367.0
3180,92.22,9.222,24.0,F,Washington DC,DC,418.0,974.0
6140,104.28,10.428,33.0,M,Houston PA,PA,1304.0,1490.0
4869,94.57,9.457,29.0,M,Washington DC,DC,1048.0,1457.0
8312,114.35,11.435,30.0,F,Chicago IL,IL,1887.0,2228.0
7262,107.78,10.778,50.0,F,Doylestown PA,PA,275.0,397.0
6393,103.93,10.393,30.0,F,New York NY,NY,1429.0,2228.0
6563,109.88,10.988,56.0,M,Bethesda MD,MD,325.0,375.0
8885,119.5,11.95,40.0,F,Owings Mills MD,MD,879.0,974.0
4712,97.52,9.752,27.0,F,Gaithersburg MD,MD,1468.0,2782.0
8121,113.1,11.31,25.0,F,North Bethesda MD,MD,2406.0,2782.0
6205,105.1,10.51,42.0,M,Harrisburg PA,PA,803.0,931.0
6473,104.2,10.42,32.0,F,Centreville VA,VA,1450.0,2228.0
9648,138.23,13.823,25.0,F,Washington DC,DC,2770.0,2782.0
7164,137.25,13.725,27.0,M,Washington DC,DC,1455.0,1457.0
5086,98.82,9.882,35.0,F,Washington DC,DC,678.0,1367.0
9188,123.83,12.383,28.0,F,Philadelphia PA,PA,2672.0,2782.0
1081,72.62,7.262,44.0,M,Arlington VA,VA,116.0,931.0
5108,98.92,9.892,33.0,F,Baltimore MD,MD,1133.0,2228.0
1164,82.37,8.237,31.0,F,Washington DC,DC,255.0,2228.0
207,71.17,7.117000000000000,31.0,F,Chantilly VA,VA,50.0,2228.0
2068,79.0,7.9,29.0,M,Richmond VA,VA,494.0,1457.0
1250,73.95,7.395,26.0,M,Arlington VA,VA,297.0,1457.0
3915,94.9,9.49,36.0,F,Savannah GA,GA,532.0,1367.0
1426,84.2,8.42,54.0,F,New Milford CT,CT,43.0,397.0
1234,82.85,8.285,61.0,F,Noblesville IN,IN,4.0,93.0
3967,89.32,8.932,26.0,M,Arlington VA,VA,869.0,1457.0
4197,90.6,9.06,48.0,M,Potomac Falls VA,VA,368.0,648.0
4505,92.33,9.233,44.0,M,Arlington VA,VA,592.0,931.0
4434,91.97,9.197,50.0,M,Reston VA,VA,289.0,483.0
8969,120.42,12.042,34.0,F,Waldorf MD,MD,2037.0,2228.0
3020,91.62,9.162,45.0,F,Potomac MD,MD,148.0,554.0
7275,107.83,10.783,27.0,F,Evergreen CO,CO,2204.0,2782.0
1802,77.57,7.7570000000000000,55.0,M,Hyattsville MD,MD,59.0,375.0
2108,79.17,7.917000000000000,59.0,M,Leesburg VA,VA,73.0,375.0
2744,83.02,8.302,51.0,M,Rockville MD,MD,174.0,483.0
5291,99.6,9.96,24.0,F,Washington DC,DC,633.0,974.0
1074,81.7,8.17,24.0,F,Washington DC,DC,150.0,974.0
3126,91.95,9.195,32.0,F,Olney MD,MD,673.0,2228.0
2518,89.42,8.942,29.0,F,Severn MD,MD,791.0,2782.0
458,66.37,6.6370000000000000,37.0,M,Washington DC,DC,62.0,1093.0
542,67.47,6.747000000000000,27.0,M,New York NY,NY,141.0,1457.0
706,69.25,6.925,36.0,M,Seattle WA,WA,96.0,1093.0
40,63.2,6.32,23.0,F,Washington DC,DC,3.0,974.0
8288,114.23,11.423,32.0,F,Washington DC,DC,1881.0,2228.0
9176,123.57,12.357,39.0,F,Falls Church VA,VA,1274.0,1367.0
6697,105.07,10.507,27.0,F,Washington DC,DC,2046.0,2782.0
8330,114.55,11.455,55.0,F,Silver Spring MD,MD,176.0,236.0
973,80.92,8.092,38.0,F,Baltimore MD,MD,116.0,1367.0
4165,95.78,9.578,25.0,F,Arlington VA,VA,1277.0,2782.0
2092,87.67,8.767000000000000,22.0,F,Washington DC,DC,273.0,974.0
3365,92.97,9.297,31.0,F,Washington DC,DC,724.0,2228.0
555,67.67,6.767,23.0,M,Hershey PA,PA,40.0,347.0
5308,97.25,9.725,44.0,M,Easton MD,MD,687.0,931.0
3767,94.38,9.438,44.0,F,Alexandria VA,VA,353.0,974.0
2199,79.7,7.97,54.0,M,Rockville MD,MD,130.0,483.0
4373,91.63,9.163,50.0,M,Bethesda MD,MD,284.0,483.0
604,77.42,7.742000000000000,43.0,F,Dunkirk MD,MD,49.0,974.0
5287,97.15,9.715,42.0,M,Woodbridge VA,VA,682.0,931.0
5775,101.38,10.138,34.0,F,Cheverly MD,MD,1283.0,2228.0
5282,99.57,9.957,41.0,F,New York NY,NY,506.0,974.0
3054,91.72,9.172,23.0,F,Rockville MD,MD,398.0,974.0
4099,95.55,9.555,36.0,F,Alexandria VA,VA,550.0,1367.0
1026,81.33,8.133,33.0,F,Herndon VA,VA,226.0,2228.0
5058,95.67,9.567,44.0,M,Chevy Chase MD,MD,656.0,931.0
5599,100.75,10.075,36.0,F,Springfield VA,VA,756.0,1367.0
7089,107.02,10.702,31.0,F,Lorton VA,VA,1581.0,2228.0
8584,116.48,11.648,22.0,F,Washington DC,DC,902.0,974.0
3182,85.38,8.538,53.0,M,Rutland MA,MA,200.0,483.0
3083,91.82,9.182,42.0,F,Washington DC,DC,287.0,974.0
4563,92.62,9.262,52.0,M,Fuquay Varina NC,NC,298.0,483.0
2711,90.28,9.028,36.0,F,Arlington VA,VA,343.0,1367.0
4201,95.9,9.59,30.0,F,Arlington VA,VA,923.0,2228.0
2985,84.45,8.445,20.0,M,Washington DC,DC,162.0,347.0
1862,86.57,8.657,41.0,F,Finksburg MD,MD,178.0,974.0
45,55.58,5.558,56.0,M,Burlington VT,VT,1.0,375.0
2370,88.78,8.878,49.0,F,Herndon VA,VA,119.0,554.0
3572,87.3,8.73,36.0,M,Herndon VA,VA,550.0,1093.0
4260,90.92,9.092,43.0,M,Washington DC,DC,556.0,931.0
8641,117.12,11.712,30.0,F,Rockville MD,MD,1956.0,2228.0
3790,94.47,9.447,26.0,F,Kirkville NY,NY,1161.0,2782.0
5312,97.28,9.728,59.0,M,Cambridge MA,MA,247.0,375.0
